id,category,author,title,cover,inventory,threshold,price
189,book,Kate Chopin,The Complete Works of Kate Chopin,,20,10,40.05
190,book,Lorraine Anderson,Literature and the Environment: A Reader on Nature and Culture,,20,10,68.80
191,book,Paul Lauter,The Heath Anthology of American Literature  Concise Edition,,20,10,123.58
192,book,Various,Early American Writing,,20,10,18.19
193,book,June Jordan,Soulscript: A Collection of Classic African American Poetry,,20,10,15.00
194,book,Sandra M. Gilbert,The Norton Anthology of Literature by Women: The Traditions in English  Vol. 1,,20,10,59.65
195,book,Rebecca Shannonhouse,Out of Her Mind: Women Writing on Madness,,20,10,14.22
196,book,Jay Parini,The Wadsworth Themes American Literature Series  1945-Present  Theme 18: Class Conflicts and the American Dream,,20,10,12.90
197,book,George McMichael,Concise Anthology of American Literature,,20,10,89.40
198,book,Jill Ker Conway,Written by Herself: Autobiographies of American Women,,20,10,15.99
199,book,Jean Yu-wen Shen Wu,Asian American Studies Now: A Critical Reader,,20,10,35.40
200,book,Suzanne Jones,Growing Up in the South: An Anthology of Modern Southern Literature,,20,10,8.95
201,book,Zoe Trodd,American Protest Literature,,20,10,16.45
202,book,Stewart O'Nan,The Vietnam Reader: The Definitive Collection of American Fiction and Nonfiction on the War,,20,10,15.64
203,book,Gloria Bird,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,,20,10,18.95
204,book,Jerome Klinkowitz,The Norton Anthology of American Literature: Volume E: 1945 to the Present,,20,10,46.66
205,book,John Brereton,Living Literature: An Introduction to Fiction  Poetry  Drama,,20,10,4.09
206,book,Brenda Knight,Women of the Beat Generation: The Writers  Artists and Muses at the Heart of a Revolution,,20,10,16.63
207,book,Alicia Gaspar De Alba,La Llorona on the Longfellow Bridge: Poetry Y Otras Movidas,,20,10,7.54
208,book,Frank Finale,To the Shore Once More: A Portrait Of The Jersey Shore; Prose  Poetry  and Works of Art,,20,10,44.00
209,book,Anne P. Rice,Witnessing Lynching: American Writers Respond,,20,10,22.77
210,book,Mary K. DeShazer,Longman Anthology of Women's Literature,,20,10,100.00
211,book,Brian Charlesworth,Elements of Evolutionary Genetics,,20,10,73.92
212,book,Barbara Kingsolver,The Best American Short Stories 2001,,20,10,20.35
213,book,William Harmon,The Classic Hundred Poems: All-Time Favorites,,20,10,16.40
214,book,Dave Eggers,The Best American Nonrequired Reading 2007,,20,10,30.95
215,book,Lawrence Harbison,The Best New Playwrights 2009,,20,10,19.95
216,book,Michael S. Harper,The Vintage Book of African American Poetry,,20,10,16.32
217,book,Deirdre Mullane,Crossing the Danger Water: Three Hundred Years of African-American Writing,,20,10,19.74
218,book,Lawrence Harbison,2007: The Best Ten-Minute Plays for Two Actors,,20,10,18.76
219,book,Edward C. Goodman,The Hudson River Valley Reader,,20,10,19.95
220,book,Allen Mandelbaum,Three Centuries of American Poetry,,20,10,
221,book,Ed Kittrell,Down Time: Great Writers on Diving,,20,10,1.99
222,book,Kevin Young,Blues Poems (Everyman's Library Pocket Poets),,20,10,11.82
223,book,Carleen Brice,Age Ain't Nothing But a Number: Black Women Explore Midlife,,20,10,18.95
224,book,Cheryll Glotfelty,Literary Nevada: Writings from the Silver State,,20,10,23.20
225,book,Joan Holden,Nickel and Dimed,,20,10,7.20
226,book,Barbara H. Solomon,The Haves and Have Nots: 30 Stories about Money and Class in America,,20,10,7.95
227,book,Glenn Young,The Best American Short Plays 2003-2004,,20,10,13.25
228,book,John Christie,Latino Boom: An Anthology of U. S. Latino Literature,,20,10,75.00
229,book,Stacy Bias,Up All Night: Adventures in Lesbian Sex,,20,10,1.99
230,book,Cary Nelson,Anthology of Modern American Poetry,,20,10,64.00
231,book,Caroline Kennedy,A Patriot'S Handbook: Songs  Poems  Stories  And Speeches Celebrating The Land We Love,,20,10,13.25
232,book,Joel Chandler Harris,Uncle Remus: His Songs and His Sayings,,20,10,
233,book,Paul Lauter,The Heath Anthology of American Literature: Volume B: Early Nineteenth Century (1800-1865),,20,10,57.95
234,book,Maxine Schwartz Seller,Immigrant Women,,20,10,31.95
235,book,John C. Shields,The American Aeneas: Classical Origins of the American Self,,20,10,33.00
236,book,Katherine V. Forrest,Love  Castro Street: Reflections of San Francisco,,20,10,1.99
237,book,Julia Miles,The Women's Project and Productions: The Best One-Act Plays  1975-1999,,20,10,19.15
238,book,Thomas Ferraro,Feeling Italian: The Art of Ethnicity in America,,20,10,22.08
239,book,Richard G. Newman,Pamphlets of Protest: An Anthology of Early African American Protest Literature  1790-1860,,20,10,39.95
240,book,Joli Sandoz,A Whole Other Ball Game: Women's Literature on Women's Sport,,20,10,20.91
241,book,Gene A. Jarrett,A Companion to African American Literature,,20,10,149.95
242,book,Elisabeth Mermann-Jozwiak,Conversations with Mexican American Writers: Languages and Literatures in the Borderlands,,20,10,
243,book,Davida Adedjouma,The Palm of My Heart: Poetry by African American Children,,20,10,8.32
244,book,Judith Ranta,Women and Children of the Mills: An Annotated Guide to Nineteenth-Century American Textile Factory Literature  Vol. 28,,20,10,110.95
245,book,Arlene Hirschfelder,Rising Voices,,20,10,6.99
246,book,Robert Allen,Brotherman: The Odyssey of Black Men in America--an Anthology,,20,10,1.99
247,book,Mark Kramer,Literary Journalism: A New Collection of the Best American Nonfiction,,20,10,10.98
248,book,Adam Gopnik,Americans in Paris: A Literary Anthology,,20,10,35.00
249,book,Joel Chandler Harris,Uncle Remus: His Songs and His Sayings,,20,10,13.98
250,book,Craft,Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,,20,10,2.99
251,book,Sandra Martz,If I Had My Life to Live Over,,20,10,1.99
252,book,Paul Hoover,Postmodern American Poetry: A Norton Anthology,,20,10,29.95
253,book,Lorraine Anderson,Sisters of the Earth: Women's Prose and Poetry About Nature,,20,10,14.22
254,book,Harold Holzer,The Lincoln Anthology: Great Writers on His Life and Legacy from 1860 to Now,,20,10,27.10
255,book,Lesley Pratt Bannatyne,Halloween Reader: Poems  Stories  and Plays from Halloweens Past,,20,10,12.09
256,book,William E. Cain,American Literature (Penguin Academics Series)  Vol. 1,,20,10,41.58
257,book,Lawrence Rainey,Modernism: An Anthology,,20,10,50.48
258,book,Steven Gould Axelrod,The New Anthology of American Poetry: Volume II: Modernisms: 1900-1950,,20,10,32.39
259,book,Tey Diana Rebolledo,Infinite Divisions: An Anthology of Chicana Literature,,20,10,24.95
260,book,Lisa Morton,A Hallowe'en Anthology: Literary and Historical Writings over the Centuries,,20,10,21.00
261,book,Ruthe Thompson,Sticks and Stones and Other Student Essays,,20,10,14.21
262,book,Robyn Warhol-Down,Women's Worlds: The Mcgraw-Hill Anthology of Women's Writing,,20,10,4.00
263,book,Steve Fishman,New York Stories: The Best Writing from Four Decades of New York Magazine,,20,10,14.98
264,book,Jay Parini,The Columbia Anthology of American Poetry,,20,10,34.24
265,book,Lawrence Harbison,New Playwrights: The Best Plays of 2008,,20,10,19.95
266,book,Sascha Feinstein,The Jazz Poetry Anthology,,20,10,19.34
267,book,D. L. Lepidus,New Playwrights: The Best Plays of 2006,,20,10,19.95
268,book,William Kittredge,The Last Best Place: A Montana Anthology,,20,10,26.56
269,book,Robert Finch,A Place Apart: A Cape Cod Reader,,20,10,21.95
270,book,H. Bruce Franklin,Prison Writings in 20th-Century America,,20,10,16.34
271,book,Robert Morneau,The Color of Gratitude: And Other Spiritual Surprises,,20,10,12.74
272,book,Paul Auster,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,,20,10,34.95
273,book,Robert Coles,Growing up Poor: A Literary Anthology,,20,10,16.95
274,book,Sara Nickles,Drinking  Smoking and Screwing: Great Writers on Good Times,,20,10,13.43
275,book,Laura Otis,Literature and Science in the Nineteenth Century: An Anthology,,20,10,13.49
276,book,Dept of Creative Writing,Show &amp; Tell: Writers on Writing  Sixth Edition,,20,10,19.95
277,book,Kenneth E. Hartman,Mother California: A Story of Redemption Behind Bars,,20,10,17.20
278,book,Richard Wright,Richard Wright: Later Works (Black Boy  American Hunger  The Outsider),,20,10,26.80
279,book,Venetria Patton,Double-Take: A Revisionist Harlem Renaissance Anthology,,20,10,26.88
280,book,Nicolas Kanellos,Hispanic-American Literature: A Brief Introduction and Anthology,,20,10,57.90
281,book,Various,Nineteenth-Century American Poetry,,20,10,19.19
282,book,Anne Waldman,The Beat Book: Writings from the Beat Generation,,20,10,15.32
283,book,Carmela Ciuraru,Beat Poets,,20,10,10.63
284,book,Chris Knutsen,Brooklyn Was Mine,,20,10,14.94
285,book,Lawrence Harbison,New Playwrights: The Best Plays of 2007,,20,10,17.05
286,book,David Lehman,The Best American Erotic Poems: From 1800 to the Present,,20,10,14.59
287,book,Tony Hillerman,The Best of the West: An Anthology of Classic Writing from the American West,,20,10,18.28
288,book,Jack Kerouac,Atop an Underwood: Early Stories and Other Writings,,20,10,15.42
289,book,Kai Wright,The African American Experience: Black History and Culture Through Speeches  Letters  Editorials  Poems  Songs  and Stories,,20,10,17.44
290,book,Kim Addonizio,Best New Poets: 50 Poems from Emerging Writers,,20,10,11.95
291,book,Greg Guirard,Inherit the Atchafalaya,,20,10,25.90
292,book,Heather McHugh,The Best American Poetry 2007,,20,10,1.99
293,book,Billy Collins,The Best American Poetry 2006,,20,10,16.00
294,book,Philip Nel,Tales for Little Rebels: A Collection of Radical Children's Literature,,20,10,23.63
295,book,David Lehman,Great American Prose Poems,,20,10,14.10
296,book,Jack Hicks,The Literature of California  Volume 1: Native American Beginnings to 1945,,20,10,32.95
297,book,Molly O'Neill,American Food Writing: An Anthology with Classic Recipes,,20,10,27.06
298,book,William Saroyan,Essential Saroyan,,20,10,11.57
299,book,Jill Jepson,No Walls of Stone: An Anthology of Literature by Deaf and Hard of Hearing Writers,,20,10,33.50
300,book,Henry Louis Gates Jr.,Pioneers of the Black Atlantic: Five Slave Narratives from the Enlightenment  1772-1815,,20,10,26.00
301,book,Judith Ortiz Cofer,Riding Low on Streets of Gold,,20,10,13.90
302,book,Frances Payne Adler,Fire and Ink: An Anthology of Social Action Writing,,20,10,19.43
303,book,William Chapman Sharpe,New York Nocturne: The City After Dark in Literature  Painting  and Photography  1850-1950,,20,10,35.20
304,book,Various,Poets of World War II,,20,10,17.71
305,book,Nathan Irvin Huggins,Voices from the Harlem Renaissance,,20,10,23.05
306,book,Carolyn Banks,A Loving Voice II: A Caregiver's Book of More Read-Aloud Stories for the Elderly,,20,10,23.95
307,book,William Craft,Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,,20,10,
308,book,Caledonia Kearns,Motherland: Writings by Irish American Women about Mothers and Daughters,,20,10,13.95
309,book,Benita Eisler,The Lowell Offering: Writings by New England Mill Women (1840-1845),,20,10,15.95
310,book,Amy Gerstler,The Best American Poetry 2010,,20,10,
311,book,Victoria Holder,Inside Out/Outside In: Exploring American Literature,,20,10,32.33
312,book,Jeffrey D. Wilhelm,Glencoe Literature: American Literature: The Reader's Choice,,20,10,111.18
313,book,Joel Myerson,Transcendentalism: A Reader,,20,10,45.45
314,book,Sue Miller,The Best American Short Stories 2002,,20,10,21.20
315,book,Carolyn Banks,A Loving Voice: A Caregiver's Book of Read-Aloud Stories for the Elderly,,20,10,23.93
316,book,Vanessa Y. P&#233;rez Rosario,Hispanic Caribbean Literature of Migration: Narratives of Displacement,,20,10,85.00
317,book,Allan Havis,American Political Plays after 9/11,,20,10,14.94
318,book,John Gassner,Best Plays of the Early American Theatre  1787-1911,,20,10,14.46
319,book,James J. Gifford,Glances Backward: An Anthology of American Homosexual Writing  1830-1920,,20,10,34.06
320,book,Various,American Poetry: The Nineteenth Century (Melville to Stickney  American Indian Poetry  Folk Songs and Spirituals) (Library of America)  Vol. 2,,20,10,35.00
321,book,Tonya M. Stremlau,Deaf Way II Anthology: A Literary Collection of Deaf and Hard of Hearing Writers,,20,10,22.95
322,book,Ann Charters,American Short Story and Its Writer: An Anthology,,20,10,78.10
323,book,Deborah De Nicola,Orpheus and Company: Contemporary Poems on Greek Mythology,,20,10,26.69
324,book,Hazel Felleman,Poems That Live Forever,,20,10,18.55
325,book,Dave Eggers,The Best American Nonrequired Reading 2008,,20,10,13.48
326,book,Arna Bontemps,American Negro Poetry,,20,10,17.47
327,book,Jay Atkinson,Paradise Road: Jack Kerouac's Lost Highway and My Search for America,,20,10,20.10
328,book,Toni Cade Bambara,The Black Woman: An Anthology,,20,10,16.02
329,book,Will Eno,Thom Pain (based on nothing),,20,10,13.95
330,book,Peter Straub,American Fantastic Tales: Terror and the Uncanny from Poe to the Pulps,,20,10,33.77
331,book,Harold Pinter,100 Poems by 100 Poets,,20,10,13.50
332,book,S. James Guitard,Chocolate Thoughts: Short Stories  Essays and Poetry from the Hearts and Minds of Real Black Men,,20,10,
333,book,Arnold Rampersad,Oxford Anthology of African American Poetry,,20,10,27.47
334,book,E. Lynn Harris,Freedom in This Village: Twenty-Five Years of Black Gay Men's Writing  1979 to the Present,,20,10,15.15
335,book,Louis Reyes Rivera,Bandana Republic: A Literary Anthology by Gang Members and Their Affliliates,,20,10,16.95
336,book,Julie Buckner Armstrong,The Civil Rights Reader: American Literature from Jim Crow to Reconciliation,,20,10,23.70
337,book,David Bromwich,American Sonnets: An Anthology,,20,10,20.00
338,book,Lori Marie Carlson,Voices in First Person: Reflections on Latino Identity,,20,10,13.80
339,book,Farcountry Press,Montana Women Writers: A Geography of the Heart,,20,10,18.95
340,book,Alexander Scourby,81 Famous Poems,,20,10,24.95
341,book,Terry Beers,Califauna: A Literary Field Guide,,20,10,21.29
342,book,Ben Hecht,Thousand and One Afternoons in Chicago,,20,10,
343,book,Samuel Otter,Philadelphia Stories: America's Literature of Race and Freedom,,20,10,29.95
344,book,Washington,Voices of Black America: Historical Recordings of Poetry  Humor and Drama  1908-1947,,20,10,17.98
345,book,Francisco Arag&#243;n,The Wind Shifts: New Latino Poetry,,20,10,18.95
346,book,J. M. Huscher,Slamma Lamma Ding Dong: An Anthology by Nebraska's Slam Poets,,20,10,11.95
347,book,Maureen Honey,Shadowed Dreams: Women's Poetry of the Harlem Renaissance,,20,10,21.99
348,book,Robert J. Higgs,Appalachia Inside Out: Conflict and Change  Vol. 1,,20,10,18.00
349,book,David L. Ulin,Writing Los Angeles: A Literary Anthology,,20,10,38.60
350,book,Sandra Chastain,On Grandma's Porch: Stories and True Facts about Growing up Southern in the Good Old Days,,20,10,14.49
351,book,Alice Leccese Powers,Tuscany in Mind,,20,10,11.42
352,book,Texas Bix Bender,Don't Squat With Yer Spurs On!: A Cowboy's Guide to Life,,20,10,7.99
353,book,Frances Smith Foster,Love and Marriage in Early African America,,20,10,4.15
354,book,Michele Volansky,Twenty One-Acts from the Twenty Years at the Humana Festival  1975-1995,,20,10,16.53
355,book,Agnes Repplier,American Austen: The Forgotten Writing of Agnes Repplier,,20,10,24.00
356,book,Crow,American Gothic: An Anthology 1787-1916 (Blackwell Anthologies Series),,20,10,61.43
357,book,David Wagoner,The Best American Poetry 2009,,20,10,35.00
358,book,Rajini Srikanth,Bold Words: A Century of Asian American Writing,,20,10,27.37
359,book,Cyril Dabydeen,Another Way to Dance: Contemporqary Asian Poetry from Canada and the United States,,20,10,19.95
360,book,Yusef Komunyakaa,The Best American Poetry 2003,,20,10,15.05
361,book,Martin Denton,Plays and Playwrights 2002,,20,10,15.00
362,book,Daniel Katz,Why Freedom Matters: The Spirit of the Declaration of Independence in Prose  Poetry  and Song from 1776 to the Present,,20,10,14.35
363,book,Barbara Parisi,The Best American Short Plays 2006-2007,,20,10,34.99
364,book,Dylan Rodriguez,Forced Passages: Imprisoned Radical Intellectuals and the U.S. Prison Regime,,20,10,22.50
365,book,Ralph Waldo Emerson,Selected Works,,20,10,26.01
366,book,Aurora Levins Morales,Getting Home Alive,,20,10,1.99
367,book,Dana Gioia,Twentieth-Century American Poetry,,20,10,107.95
368,book,Martin Denton,Plays and Playwrights 2009,,20,10,26.75
369,book,Carolyn Dunn,Through the Eye of the Deer: An Anthology of Native American Women Writers,,20,10,19.95
370,book,Jean Yu-wen Shen Wu,Asian American Studies: A Reader,,20,10,26.95
371,book,Daniel A. Olivas,Latinos in Lotusland: An Anthology of Contemporary Southern California Literature,,20,10,20.00
